binary,family,backend,query,cell,sf,dram_gib,structure,method,tx,bg,rep,tx_per_s,tx_count,bg_tx_count,ms_per_tx,size_mib,commit_sha,cpu_cycles_per_tx,cpu_instr_per_tx,cpu_l1_miss_per_tx,cpu_llc_miss_per_tx,cpu_branch_miss_per_tx,cpu_util_pct,bm_free_pct,bm_consumed_pages,bm_p1_pct,bm_p2_pct,bm_p3_pct,bm_evicted_mib,bm_rounds,cr_committed,cr_restarts,cr_gct_committed,cr_wal_write_gib,dt_struct_split,dt_misses_counter,sst_read_us_per_tx,sst_write_us_per_tx,sst_compaction_us,lsm_block_read_count,lsm_block_cache_hit,lsm_block_cache_miss,disk
geo_lsm,geo,lsm,geo,c2,52,0.1,2,mat_view,mixed-n,0,2,22.17,,,45.105999097880016,0.0,,65278830.5,,,,,67.6,,,,,,,,,,,,,,15.0,664.31,0.0,,,,hdd
geo_lsm,geo,lsm,geo,c2,52,0.1,2,mat_view,mixed-ns,0,2,154.11,,,6.488871585231328,0.0,,3112456.5,,,,,23.64,,,,,,,,,,,,,,5.0,202.53,0.0,,,,hdd
geo_lsm,geo,lsm,geo,c2,52,0.1,2,mat_view,mixed-nsc,0,2,272.99,,,3.663137843877065,0.0,,405673.0,,,,,7.86,,,,,,,,,,,,,,3.0,468.56,0.0,,,,hdd
geo_lsm,geo,lsm,geo,c2,52,0.1,2,mat_view,distinct-n,0,2,0.5737,,,1743.071291615827,0.0,,5174841850.5,,,,,97.58,,,,,,,,,,,,,,43.0,960.33,0.0,,,,hdd
geo_lsm,geo,lsm,geo,c2,52,0.1,2,mat_view,distinct-ns,0,2,114.14,,,8.761170492377781,0.0,,10062458.0,,,,,46.13,,,,,,,,,,,,,,4.0,955.62,0.0,,,,hdd
geo_lsm,geo,lsm,geo,c2,52,0.1,2,mat_view,distinct-nsc,0,2,299.71,,,3.3365586733842716,0.0,,304688.5,,,,,6.745,,,,,,,,,,,,,,3.0,190.37,0.0,,,,hdd
geo_lsm,geo,lsm,geo,c2,52,0.1,2,mat_view,maintain,0,2,896.42,,,1.1155485152049263,1.0,,400378.5,,,,,17.15,,,,,,,,,,,,,,967.64,2.04,0.0,,,,hdd
geo_lsm,geo,lsm,geo,c2,52,0.1,3,merged_idx,join-n,0,2,18.46,,,54.17118093174431,477.058,,110385408.0,,,,,74.21,,,,,,,,,,,,,,14760.87,0.0,0.0,,,,hdd
geo_lsm,geo,lsm,geo,c2,52,0.1,3,merged_idx,join-ns,0,2,162.53,,,6.152710268873439,0.0,,4189977.5,,,,,33.01,,,,,,,,,,,,,,4.0,322.17,0.0,,,,hdd
geo_lsm,geo,lsm,geo,c2,52,0.1,3,merged_idx,join-nsc,0,2,300.79,,,3.3245786096612253,0.0,,345243.0,,,,,7.97,,,,,,,,,,,,,,3.0,134.99,0.0,,,,hdd
