binary,family,backend,query,cell,sf,dram_gib,structure,method,tx,bg,rep,tx_per_s,tx_count,bg_tx_count,ms_per_tx,size_mib,commit_sha,cpu_cycles_per_tx,cpu_instr_per_tx,cpu_l1_miss_per_tx,cpu_llc_miss_per_tx,cpu_branch_miss_per_tx,cpu_util_pct,bm_free_pct,bm_consumed_pages,bm_p1_pct,bm_p2_pct,bm_p3_pct,bm_evicted_mib,bm_rounds,cr_committed,cr_restarts,cr_gct_committed,cr_wal_write_gib,dt_struct_split,dt_misses_counter,sst_read_us_per_tx,sst_write_us_per_tx,sst_compaction_us,lsm_block_read_count,lsm_block_cache_hit,lsm_block_cache_miss
q5_btree,vanilla,btree,q5,c0,1550,1.0,1,base_merge_join,query,2,2,0.04068217498298468,1,,24580.79,4294.9,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_btree,vanilla,btree,q5,c0,1550,1.0,2,pipeline_view,query,2,2,0.035736876525517915,1,,27982.300000000003,4677.95,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_btree,vanilla,btree,q5,c0,1550,1.0,3,mi_col_walk,query,2,2,0.03941542199333249,1,,25370.78,4393.86,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_btree,vanilla,btree,q5,c0,1550,1.0,4,base_hash_join,query,2,2,0.009343741389158326,1,,107023.51,3409.63,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,1,base_merge_join,query,2,0,0.0738153921331984,2,,13547.31,3898.78,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,2,pipeline_view,query,2,0,0.0876996812116588,2,,11402.55,3754.07,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,3,mi_col_walk,query,2,0,0.07986812175735426,2,,12520.64,3714.76,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,4,base_hash_join,query,2,0,0.010375316706542466,1,,96382.6,3145.24,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,1,base_merge_join,query,2,1,0.07154483178021427,2,,13977.250000000002,3898.78,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,2,pipeline_view,query,2,1,0.09166490975589635,2,,10909.3,3754.07,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,3,mi_col_walk,query,2,1,0.0810142990237777,2,,12343.5,3714.76,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,4,base_hash_join,query,2,1,0.010453347025824157,1,,95663.14,3145.24,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,1,base_merge_join,query,2,2,0.06918385193548744,2,,14454.24,3898.78,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,2,pipeline_view,query,2,2,0.08519948607669998,2,,11737.16,3754.07,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,3,mi_col_walk,query,2,2,0.07923817251417967,2,,12620.18,3714.76,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,4,base_hash_join,query,2,2,0.010147318773960357,1,,98548.2,3145.24,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,1,base_merge_join,query,2,0,0.02916966506515482,1,,34282.19,6241.2,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,2,pipeline_view,query,2,0,0.0354786315749887,1,,28185.98,6391.36,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,3,mi_coli_walk,query,2,0,0.03431889182925527,1,,29138.470000000005,6361.7,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,4,base_hash_join,query,2,0,0.007681095066071627,1,,130189.77,5045.38,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,1,base_merge_join,query,2,1,0.02823471746506448,1,,35417.39,6241.2,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,2,pipeline_view,query,2,1,0.036230413838279026,1,,27601.12,6391.36,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,3,mi_coli_walk,query,2,1,0.03450135366061088,1,,28984.37,6361.7,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,4,base_hash_join,query,2,1,0.007857285298500626,1,,127270.42,5045.38,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,1,base_merge_join,query,2,2,0.02851901062989083,1,,35064.33,6241.2,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,2,pipeline_view,query,2,2,0.03619752264155041,1,,27626.2,6391.36,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,3,mi_coli_walk,query,2,2,0.036320091875304404,1,,27532.97,6361.7,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,4,base_hash_join,query,2,2,0.007668696954185287,1,,130400.25,5045.38,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,1,base_merge_join,query,2,0,0.04317481699274447,1,,23161.65,5494.21,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,2,pipeline_view,query,2,0,0.08547023157304542,2,,11699.98,5319.44,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,3,mi_coli_walk,query,2,0,0.07503597975229122,2,,13326.94,5582.75,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,4,base_hash_join,query,2,0,0.006769598868772951,1,,147719.24,4777.42,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,1,base_merge_join,query,2,1,0.04520478899534617,1,,22121.55,5494.21,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,2,pipeline_view,query,2,1,0.09175153683824204,2,,10899.0,5319.44,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,3,mi_coli_walk,query,2,1,0.07817092541868348,2,,12792.48,5582.75,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,4,base_hash_join,query,2,1,0.007359067058689075,1,,135886.79,4777.42,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,1,base_merge_join,query,2,2,0.04289976683976722,1,,23310.15,5494.21,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,2,pipeline_view,query,2,2,0.0893975410312364,2,,11185.99,5319.44,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,3,mi_coli_walk,query,2,2,0.0726449066113403,2,,13765.59,5582.75,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,4,base_hash_join,query,2,2,0.007326413633342157,1,,136492.43,4777.42,934439da,,,,,,,,,,,,,,,,,,,,,,,,,
