binary,family,backend,query,cell,sf,dram_gib,structure,method,tx,bg,rep,tx_per_s,tx_count,bg_tx_count,ms_per_tx,size_mib,commit_sha,cpu_cycles_per_tx,cpu_instr_per_tx,cpu_l1_miss_per_tx,cpu_llc_miss_per_tx,cpu_branch_miss_per_tx,cpu_util_pct,bm_free_pct,bm_consumed_pages,bm_p1_pct,bm_p2_pct,bm_p3_pct,bm_evicted_mib,bm_rounds,cr_committed,cr_restarts,cr_gct_committed,cr_wal_write_gib,dt_struct_split,dt_misses_counter,sst_read_us_per_tx,sst_write_us_per_tx,sst_compaction_us,lsm_block_read_count,lsm_block_cache_hit,lsm_block_cache_miss
q10_btree,vanilla,btree,q10,c4,4000,1.0,7,preagg_view,query,2,1,0.01441205655002749,1,,69386.35,10046.41,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,1,base_merge_join,query,2,2,0.012619427103248367,1,,79242.9,11064.89,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,2,pipeline_view,query,2,2,0.002119195597430484,1,,471877.16,26065.51,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,3,mi_col_walk,query,2,2,0.015029399007398372,1,,66536.26,11621.15,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,4,base_hash_join,query,2,2,0.003325982247370196,1,,300663.06,8777.91,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,5,mi_acol_preagg,query,2,2,0.1468211028907607,9,,6811.01,11621.15,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,7,preagg_view,query,2,2,0.014001433186700992,1,,71421.26,10046.41,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,1,base_merge_join,query,2,3,0.012723659670604808,1,,78593.74,11064.89,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,2,pipeline_view,query,2,3,0.0021135557718333694,1,,473136.32,26065.51,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,3,mi_col_walk,query,2,3,0.015549526485819453,1,,64310.64,11621.15,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,4,base_hash_join,query,2,3,0.0032905015329788546,1,,303905.04,8777.91,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,5,mi_acol_preagg,query,2,3,0.14716270308453025,9,,6795.200000000001,11621.15,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,7,preagg_view,query,2,3,0.014669951757863644,1,,68166.55,10046.41,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,1,base_merge_join,query,2,4,0.013196189732176731,1,,75779.45,11064.89,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,2,pipeline_view,query,2,4,0.0021415171496869307,1,,466958.67,26065.51,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,3,mi_col_walk,query,2,4,0.01584898830360512,1,,63095.51,11621.15,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,4,base_hash_join,query,2,4,0.003359985070914333,1,,297620.37,8777.91,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,5,mi_acol_preagg,query,2,4,0.13011887660566696,8,,7685.279999999999,11621.15,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_btree,vanilla,btree,q10,c4,4000,1.0,7,preagg_view,query,2,4,0.01465832256313083,1,,68220.63,10046.41,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,1,base_merge_join,query,2,0,0.027151336117250333,1,,36830.6,10144.54,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,2,pipeline_view,query,2,0,0.016593481118194867,1,,60264.630000000005,13586.31,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,3,mi_col_walk,query,2,0,0.03232252188073119,1,,30938.179999999997,10229.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,4,base_hash_join,query,2,0,0.003800322540974698,1,,263135.56,8065.85,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,5,mi_acol_preagg,query,2,0,0.12787821901446814,4,,7819.9400000000005,10229.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,7,preagg_view,query,2,0,0.10278506409676597,3,,9729.04,8582.07,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,1,base_merge_join,query,2,1,0.02557062773589735,1,,39107.37,10144.54,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,2,pipeline_view,query,2,1,0.016739920559032995,1,,59737.44,13586.31,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,3,mi_col_walk,query,2,1,0.032823550766380674,1,,30465.93,10229.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,4,base_hash_join,query,2,1,0.003806454429679504,1,,262711.67,8065.85,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,5,mi_acol_preagg,query,2,1,0.10017179462778665,3,,9982.85,10229.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,7,preagg_view,query,2,1,0.104365722539552,3,,9581.69,8582.07,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,1,base_merge_join,query,2,2,0.026274179470512225,1,,38060.18,10144.54,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,2,pipeline_view,query,2,2,0.016856010229575488,1,,59326.02,13586.31,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,3,mi_col_walk,query,2,2,0.0340614188692767,1,,29358.73,10229.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,4,base_hash_join,query,2,2,0.003490080162604231,1,,286526.37,8065.85,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,5,mi_acol_preagg,query,2,2,0.12753637975232435,4,,7840.900000000001,10229.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,7,preagg_view,query,2,2,0.10566200415463001,3,,9464.14,8582.07,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,1,base_merge_join,query,2,3,0.025142197986260797,1,,39773.77,10144.54,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,2,pipeline_view,query,2,3,0.016795315987914762,1,,59540.41,13586.31,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,3,mi_col_walk,query,2,3,0.03154148272725323,1,,31704.279999999995,10229.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,4,base_hash_join,query,2,3,0.0037367923075888273,1,,267609.2,8065.85,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,5,mi_acol_preagg,query,2,3,0.10089066277094189,3,,9911.72,10229.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,7,preagg_view,query,2,3,0.10580599835365866,3,,9451.26,8582.07,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,1,base_merge_join,query,2,4,0.02556826099262637,1,,39110.99,10144.54,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,2,pipeline_view,query,2,4,0.016591664049331663,1,,60271.23,13586.31,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,3,mi_col_walk,query,2,4,0.03265458599372967,1,,30623.57,10229.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,4,base_hash_join,query,2,4,0.0038003459378900344,1,,263133.94,8065.85,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,5,mi_acol_preagg,query,2,4,0.13021596317492562,4,,7679.549999999999,10229.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10_lsm,vanilla,lsm,q10,c4,10000,1.0,7,preagg_view,query,2,4,0.11206892687278384,3,,8923.08,8582.07,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,1,base_merge_join,query,2,0,0.006929635236474496,1,,144307.74,16110.72,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,2,pipeline_view,query,2,0,0.0021206191189930283,1,,471560.39999999997,31357.82,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,3,mi_coli_walk,query,2,0,0.013448555174647646,1,,74357.43,16790.7,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,4,base_hash_join,query,2,0,0.002767535360038223,1,,361332.33,13031.59,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,5,mi_acoli_preagg,query,2,0,0.02836399859768391,2,,35255.96,16790.7,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,7,preagg_view,query,2,0,0.013815036008891357,1,,72384.9,14480.46,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,1,base_merge_join,query,2,1,0.0073322658043139975,1,,136383.49,16110.72,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,2,pipeline_view,query,2,1,0.0021251569534667986,1,,470553.4799999999,31357.82,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,3,mi_coli_walk,query,2,1,0.0136034914176933,1,,73510.54,16790.7,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,4,base_hash_join,query,2,1,0.002829746864994192,1,,353388.5,13031.59,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,5,mi_acoli_preagg,query,2,1,0.03033386973726319,2,,32966.45,16790.7,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,7,preagg_view,query,2,1,0.013574578940316785,1,,73667.11,14480.46,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,1,base_merge_join,query,2,2,0.007154211899171399,1,,139777.8,16110.72,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,2,pipeline_view,query,2,2,0.002127528437236539,1,,470028.9699999999,31357.82,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,3,mi_coli_walk,query,2,2,0.013092603988007176,1,,76379.0,16790.7,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,4,base_hash_join,query,2,2,0.0028888089908517775,1,,346163.42,13031.59,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,5,mi_acoli_preagg,query,2,2,0.029556993864559213,2,,33832.94,16790.7,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,7,preagg_view,query,2,2,0.013835302073759593,1,,72278.87,14480.46,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,1,base_merge_join,query,2,3,0.007123834976932667,1,,140373.83,16110.72,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,2,pipeline_view,query,2,3,0.002117801209836297,1,,472187.85000000003,31357.82,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,3,mi_coli_walk,query,2,3,0.013740108324266006,1,,72779.63,16790.7,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,4,base_hash_join,query,2,3,0.002839218707203214,1,,352209.57,13031.59,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,5,mi_acoli_preagg,query,2,3,0.029039132845030634,2,,34436.29,16790.7,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,7,preagg_view,query,2,3,0.014140457446626488,1,,70719.07,14480.46,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,1,base_merge_join,query,2,4,0.007250101157036394,1,,137929.11,16110.72,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,2,pipeline_view,query,2,4,0.0021171896213247575,1,,472324.24999999994,31357.82,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,3,mi_coli_walk,query,2,4,0.01358178215799307,1,,73628.04,16790.7,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,4,base_hash_join,query,2,4,0.002837149545358134,1,,352466.44,13031.59,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,5,mi_acoli_preagg,query,2,4,0.029355014555683966,2,,34065.73,16790.7,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_btree,tpchi,btree,q10i,c4,4000,1.0,7,preagg_view,query,2,4,0.014049328315662557,1,,71177.78,14480.46,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,1,base_merge_join,query,2,0,0.017153591370234023,1,,58296.83,14226.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,2,pipeline_view,query,2,0,0.020333047179582692,1,,49181.020000000004,17821.53,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,3,mi_coli_walk,query,2,0,0.02424909641804472,1,,41238.65,14757.75,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,4,base_hash_join,query,2,0,0.002635593233293594,1,,379421.22,12068.76,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,5,mi_acoli_preagg,query,2,0,0.075439245004036,3,,13255.7,14757.75,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,7,preagg_view,query,2,0,0.07023310367108433,2,,14238.3,11991.53,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,1,base_merge_join,query,2,1,0.017082935087409108,1,,58537.95,14226.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,2,pipeline_view,query,2,1,0.01983013899539326,1,,50428.28999999999,17821.53,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,3,mi_coli_walk,query,2,1,0.023549470372411323,1,,42463.8,14757.75,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,4,base_hash_join,query,2,1,0.0026295169217170986,1,,380297.99,12068.76,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,5,mi_acoli_preagg,query,2,1,0.07517553487393062,3,,13302.2,14757.75,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,7,preagg_view,query,2,1,0.07000007000007,2,,14285.7,11991.53,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,1,base_merge_join,query,2,2,0.01717384169736634,1,,58228.09,14226.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,2,pipeline_view,query,2,2,0.020428324771141478,1,,48951.64,17821.53,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,3,mi_coli_walk,query,2,2,0.024633994271610973,1,,40594.31,14757.75,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,4,base_hash_join,query,2,2,0.0026895019728169346,1,,371816.05,12068.76,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,5,mi_acoli_preagg,query,2,2,0.07637563983692273,3,,13093.18,14757.75,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,7,preagg_view,query,2,2,0.07003208169662523,2,,14279.17,11991.53,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,1,base_merge_join,query,2,3,0.01711917789599141,1,,58414.02,14226.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,2,pipeline_view,query,2,3,0.020307578585252232,1,,49242.7,17821.53,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,3,mi_coli_walk,query,2,3,0.024714168286680396,1,,40462.62,14757.75,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,4,base_hash_join,query,2,3,0.002621557560674246,1,,381452.62,12068.76,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,5,mi_acoli_preagg,query,2,3,0.07413612875962843,3,,13488.7,14757.75,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,7,preagg_view,query,2,3,0.06967941892938966,2,,14351.440000000002,11991.53,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,1,base_merge_join,query,2,4,0.01782725991271417,1,,56093.87,14226.05,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,2,pipeline_view,query,2,4,0.020397390113140245,1,,49025.88,17821.53,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,3,mi_coli_walk,query,2,4,0.025828394083438108,1,,38717.08,14757.75,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,4,base_hash_join,query,2,4,0.002708703359141588,1,,369180.33,12068.76,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,5,mi_acoli_preagg,query,2,4,0.07746671448945175,3,,12908.769999999999,14757.75,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q10i_lsm,tpchi,lsm,q10i,c4,10000,1.0,7,preagg_view,query,2,4,0.10963565877874647,3,,9121.12,11991.53,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,1,base_merge_join,query,2,0,0.01225282979104024,1,,81613.8,11064.88,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,2,pipeline_view,query,2,0,0.012665596339338685,1,,78954.04,11673.61,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,3,mi_col_walk,query,2,0,0.013818214479416042,1,,72368.25,11326.71,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,4,base_hash_join,query,2,0,0.0030001716698229474,1,,333314.26,8777.9,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,1,base_merge_join,query,2,1,0.012346553940982979,1,,80994.26,11064.88,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,2,pipeline_view,query,2,1,0.013806277493475842,1,,72430.82,11673.61,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,3,mi_col_walk,query,2,1,0.014840208059716998,1,,67384.5,11326.71,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,4,base_hash_join,query,2,1,0.0031951418507188186,1,,312975.15,8777.9,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,1,base_merge_join,query,2,2,0.012651232837337534,1,,79043.68,11064.88,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,2,pipeline_view,query,2,2,0.014299349737070706,1,,69933.25,11673.61,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,3,mi_col_walk,query,2,2,0.01547787793340612,1,,64608.34,11326.71,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,4,base_hash_join,query,2,2,0.003188576325860256,1,,313619.59,8777.9,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,1,base_merge_join,query,2,3,0.012812485305680917,1,,78048.87,11064.88,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,2,pipeline_view,query,2,3,0.014005309973223247,1,,71401.49,11673.61,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,3,mi_col_walk,query,2,3,0.015560828601674376,1,,64263.93,11326.71,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
q3_btree,vanilla,btree,q3,c4,4000,1.0,4,base_hash_join,query,2,3,0.003381835734160521,1,,295697.39,8777.9,545c5eea,,,,,,,,,,,,,,,,,,,,,,,,,
