binary,family,backend,query,cell,sf,dram_gib,structure,method,tx,bg,rep,tx_per_s,tx_count,bg_tx_count,ms_per_tx,size_mib,commit_sha,cpu_cycles_per_tx,cpu_instr_per_tx,cpu_l1_miss_per_tx,cpu_llc_miss_per_tx,cpu_branch_miss_per_tx,cpu_util_pct,bm_free_pct,bm_consumed_pages,bm_p1_pct,bm_p2_pct,bm_p3_pct,bm_evicted_mib,bm_rounds,cr_committed,cr_restarts,cr_gct_committed,cr_wal_write_gib,dt_struct_split,dt_misses_counter,sst_read_us_per_tx,sst_write_us_per_tx,sst_compaction_us,lsm_block_read_count,lsm_block_cache_hit,lsm_block_cache_miss,disk
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,4,base_hash_join,query,2,2,0.01372,,,72886.2973760933,3121.19,ae9fb9dc,75285305660.0,,,,,4.16,,,,,,,,,,,,,,119555682.0,371599652.0,556117772.0,,,,ssd
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,1,base_merge_join,query,2,3,0.08116,,,12321.34056185313,3824.1,ae9fb9dc,25242747490.0,,,,,3.02,,,,,,,,,,,,,,15097461.5,186582129.0,556088083.0,,,,ssd
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,2,pipeline_view,query,2,3,0.1012,,,9881.422924901186,3711.4,ae9fb9dc,10535348782.5,,,,,1.32,,,,,,,,,,,,,,17558744.0,186964843.0,556092253.0,,,,ssd
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,3,mi_col_walk,query,2,3,0.1252,,,7987.220447284345,3909.37,ae9fb9dc,12051385794.0,,,,,1.35,,,,,,,,,,,,,,15252482.5,206191434.5,634951807.0,,,,ssd
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,4,base_hash_join,query,2,3,0.01346,,,74294.20505200594,3121.19,ae9fb9dc,75567124731.0,,,,,4.23,,,,,,,,,,,,,,122089189.0,372900189.0,556126271.0,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,1,base_merge_join,query,2,1,0.03004,,,33288.948069241014,6241.15,ae9fb9dc,16038667761.66,11646491693.54,199201762.02,5613221.11,33338960.505,0.165,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,2,pipeline_view,query,2,1,0.0375,,,26666.666666666668,6388.95,ae9fb9dc,8468938262.91,4697186038.28,132438708.955,2514692.52,18160561.615,0.11,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,3,mi_coli_walk,query,2,1,0.03728,,,26824.034334763946,6362.41,ae9fb9dc,12922848728.75,8427051222.2699995,168913701.91,2464386.645,25003880.68,0.17,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,4,base_hash_join,query,2,1,0.007481,,,133671.9689881032,5047.73,ae9fb9dc,37711800587.125,21435580896.925003,631702444.495,11196206.815,89205016.95,0.1,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,1,base_merge_join,query,2,2,0.02987,,,33478.40642785403,6241.15,ae9fb9dc,16481192371.92,11663016893.545,205683044.68,5862088.335,33350395.22,0.17,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,2,pipeline_view,query,2,2,0.03743,,,26716.53753673524,6388.95,ae9fb9dc,8442843879.725,4712527466.41,131082652.03,2526029.545,17865299.25,0.11,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,3,mi_coli_walk,query,2,2,0.03778,,,26469.031233456855,6362.41,ae9fb9dc,12225340435.335,8410128241.7,165225763.89499998,2332810.9749999996,25499124.92,0.16,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,4,base_hash_join,query,2,2,0.007422,,,134734.57289140395,5047.73,ae9fb9dc,36738914726.17999,21414987606.305,627226621.39,11305516.465,88850749.11,0.1,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,1,base_merge_join,query,2,3,0.02883,,,34686.0908775581,6241.15,ae9fb9dc,15903663113.8,11637031229.445,201754572.35,5793096.13,33132949.245,0.16,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,2,pipeline_view,query,2,3,0.03727,,,26831.23155352831,6388.95,ae9fb9dc,9103435489.32,4718902032.61,130903095.315,8554806.85,18352208.575,0.11499999999999999,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,3,mi_coli_walk,query,2,3,0.03754,,,26638.252530633992,6362.41,ae9fb9dc,11957033420.805,8427897689.360001,162978749.92000002,2396306.755,25076004.91,0.155,99.98,3110600.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,ssd
