binary,family,backend,query,cell,sf,dram_gib,structure,method,tx,bg,rep,tx_per_s,tx_count,bg_tx_count,ms_per_tx,size_mib,commit_sha
q5_btree,vanilla,btree,q5,c3,1550,0.4,2,pipeline_view,query,2,1,0.0008304,,,1204238.9210019268,4673.23,4285645c
q5_btree,vanilla,btree,q5,c3,1550,0.4,3,mi_col_walk,query,2,1,0.001279,,,781860.8287724785,4390.67,4285645c
q5_btree,vanilla,btree,q5,c3,1550,0.4,4,base_hash_join,query,2,1,0.0002301,,,4345936.54932638,3404.91,4285645c
q5_btree,vanilla,btree,q5,c3,1550,0.4,1,base_merge_join,query,2,2,0.001014,,,986193.2938856017,4290.28,4285645c
q5_btree,vanilla,btree,q5,c3,1550,0.4,2,pipeline_view,query,2,2,0.0008291,,,1206127.1257990592,4673.23,4285645c
q5_btree,vanilla,btree,q5,c3,1550,0.4,3,mi_col_walk,query,2,2,0.001277,,,783085.3563038372,4390.67,4285645c
q5_btree,vanilla,btree,q5,c3,1550,0.4,4,base_hash_join,query,2,2,0.0002297,,,4353504.5711798,3404.91,4285645c
q5_btree,vanilla,btree,q5,c3,1550,0.4,1,base_merge_join,query,2,3,0.000991,,,1009081.7356205854,4290.28,4285645c
q5_btree,vanilla,btree,q5,c3,1550,0.4,2,pipeline_view,query,2,3,0.0008267,,,1209628.64400629,4673.23,4285645c
q5_btree,vanilla,btree,q5,c3,1550,0.4,3,mi_col_walk,query,2,3,0.001276,,,783699.0595611285,4390.67,4285645c
q5_btree,vanilla,btree,q5,c3,1550,0.4,4,base_hash_join,query,2,3,0.0002301,,,4345936.54932638,3404.91,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,1,base_merge_join,query,2,1,0.06413,,,15593.326056447839,3824.1,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,2,pipeline_view,query,2,1,0.07579,,,13194.352816994327,3711.4,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,3,mi_col_walk,query,2,1,0.09563,,,10456.969570218549,3909.37,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,4,base_hash_join,query,2,1,0.001354,,,738552.4372230428,3121.19,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,1,base_merge_join,query,2,2,0.0663,,,15082.956259426848,3824.1,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,2,pipeline_view,query,2,2,0.08152,,,12266.928361138373,3711.4,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,3,mi_col_walk,query,2,2,0.09619,,,10396.091069757771,3909.37,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,4,base_hash_join,query,2,2,0.001361,,,734753.8574577516,3121.19,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,1,base_merge_join,query,2,3,0.06455,,,15491.86676994578,3824.1,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,2,pipeline_view,query,2,3,0.08028,,,12456.402590931739,3711.4,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,3,mi_col_walk,query,2,3,0.1001,,,9990.00999000999,3909.37,4285645c
q5_lsm,vanilla,lsm,q5,c0,3850,1.0,4,base_hash_join,query,2,3,0.001231,,,812347.6848090983,3121.19,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,1,base_merge_join,query,2,1,0.1687,,,5927.682276229994,1494.36,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,2,pipeline_view,query,2,1,0.2195,,,4555.808656036446,1450.69,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,3,mi_col_walk,query,2,1,0.2205,,,4535.14739229025,1527.84,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,4,base_hash_join,query,2,1,0.007684,,,130140.55179593962,1221.33,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,1,base_merge_join,query,2,2,0.1674,,,5973.715651135006,1494.36,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,2,pipeline_view,query,2,2,0.1744,,,5733.94495412844,1450.69,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,3,mi_col_walk,query,2,2,0.2251,,,4442.47001332741,1527.84,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,4,base_hash_join,query,2,2,0.007091,,,141023.8330277817,1221.33,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,1,base_merge_join,query,2,3,0.1637,,,6108.735491753207,1494.36,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,2,pipeline_view,query,2,3,0.2165,,,4618.937644341801,1450.69,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,3,mi_col_walk,query,2,3,0.2246,,,4452.359750667854,1527.84,4285645c
q5_lsm,vanilla,lsm,q5,c1,1500,0.4,4,base_hash_join,query,2,3,0.00806,,,124069.4789081886,1221.33,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,1,base_merge_join,query,2,1,0.06588,,,15179.11353976928,3824.1,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,2,pipeline_view,query,2,1,0.08502,,,11761.938367442955,3711.4,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,3,mi_col_walk,query,2,1,0.09797,,,10207.206287639074,3909.37,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,4,base_hash_join,query,2,1,0.001347,,,742390.4974016332,3121.19,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,1,base_merge_join,query,2,2,0.06765,,,14781.966001478197,3824.1,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,2,pipeline_view,query,2,2,0.08028,,,12456.402590931739,3711.4,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,3,mi_col_walk,query,2,2,0.1045,,,9569.377990430623,3909.37,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,4,base_hash_join,query,2,2,0.001384,,,722543.3526011561,3121.19,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,1,base_merge_join,query,2,3,0.06592,,,15169.902912621357,3824.1,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,2,pipeline_view,query,2,3,0.08251,,,12119.743061447098,3711.4,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,3,mi_col_walk,query,2,3,0.09837,,,10165.700925078785,3909.37,4285645c
q5_lsm,vanilla,lsm,q5,c3,3850,0.4,4,base_hash_join,query,2,3,0.00136,,,735294.1176470588,3121.19,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,1,base_merge_join,query,2,1,0.0008483,,,1178828.2447247438,6241.15,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,2,pipeline_view,query,2,1,0.0007735,,,1292824.822236587,6388.95,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,3,mi_coli_walk,query,2,1,0.001117,,,895255.1477170994,6362.41,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,4,base_hash_join,query,2,1,0.0001717,,,5824111.822947,5047.73,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,1,base_merge_join,query,2,2,0.0008501,,,1176332.1962122102,6241.15,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,2,pipeline_view,query,2,2,0.0007692,,,1300052.0020800831,6388.95,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,3,mi_coli_walk,query,2,2,0.001113,,,898472.5965858041,6362.41,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,4,base_hash_join,query,2,2,0.0001709,,,5851375.073142189,5047.73,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,1,base_merge_join,query,2,3,0.0008497,,,1176885.9597505003,6241.15,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,2,pipeline_view,query,2,3,0.0007681,,,1301913.8133055593,6388.95,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,3,mi_coli_walk,query,2,3,0.001115,,,896860.9865470851,6362.41,4285645c
q5i_btree,tpchi,btree,q5i,c0,1550,1.0,4,base_hash_join,query,2,3,0.0001707,,,5858230.814294083,5047.73,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,1,base_merge_join,query,2,1,0.002232,,,448028.67383512546,2496.55,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,2,pipeline_view,query,2,1,0.002142,,,466853.4080298787,2555.14,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,3,mi_coli_walk,query,2,1,0.00287,,,348432.0557491289,2544.34,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,4,base_hash_join,query,2,1,0.0004795,,,2085505.7351407716,2018.69,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,1,base_merge_join,query,2,2,0.002217,,,451059.9909788002,2496.55,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,2,pipeline_view,query,2,2,0.002143,,,466635.5576294914,2555.14,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,3,mi_coli_walk,query,2,2,0.002961,,,337723.7419790611,2544.34,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,4,base_hash_join,query,2,2,0.0004797,,,2084636.2309776943,2018.69,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,1,base_merge_join,query,2,3,0.002216,,,451263.5379061372,2496.55,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,2,pipeline_view,query,2,3,0.002163,,,462320.8506703652,2555.14,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,3,mi_coli_walk,query,2,3,0.002879,,,347342.8273706148,2544.34,4285645c
q5i_btree,tpchi,btree,q5i,c1,620,0.4,4,base_hash_join,query,2,3,0.0004803,,,2082032.0632937746,2018.69,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,1,base_merge_join,query,2,1,0.0006429,,,1555451.8587649714,6241.15,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,2,pipeline_view,query,2,1,0.0007797,,,1282544.5684237527,6388.95,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,3,mi_coli_walk,query,2,1,0.001121,,,892060.6601248884,6362.41,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,4,base_hash_join,query,2,1,0.0001584,,,6313131.313131313,5047.73,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,1,base_merge_join,query,2,2,0.0006337,,,1578033.7699226765,6241.15,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,2,pipeline_view,query,2,2,0.0007734,,,1292991.9834497026,6388.95,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,3,mi_coli_walk,query,2,2,0.001121,,,892060.6601248884,6362.41,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,4,base_hash_join,query,2,2,0.0001582,,,6321112.515802781,5047.73,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,1,base_merge_join,query,2,3,0.0006314,,,1583782.0715869498,6241.15,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,2,pipeline_view,query,2,3,0.0007728,,,1293995.8592132505,6388.95,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,3,mi_coli_walk,query,2,3,0.001112,,,899280.5755395684,6362.41,4285645c
q5i_btree,tpchi,btree,q5i,c3,1550,0.4,4,base_hash_join,query,2,3,0.000158,,,6329113.924050633,5047.73,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,1,base_merge_join,query,2,1,0.03802,,,26301.94634402946,5132.67,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,2,pipeline_view,query,2,1,0.05928,,,16869.095816464236,4844.19,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,3,mi_coli_walk,query,2,1,0.05745,,,17406.440382941688,5239.35,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,4,base_hash_join,query,2,1,0.0006094,,,1640958.3196586808,4202.31,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,1,base_merge_join,query,2,2,0.03373,,,29647.19833975689,5132.67,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,2,pipeline_view,query,2,2,0.05969,,,16753.224995811695,4844.19,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,3,mi_coli_walk,query,2,2,0.05646,,,17711.65426850868,5239.35,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,4,base_hash_join,query,2,2,0.0003684,,,2714440.825190011,4202.31,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,1,base_merge_join,query,2,3,0.04188,,,23877.74594078319,5132.67,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,2,pipeline_view,query,2,3,0.08048,,,12425.44731610338,4844.19,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,3,mi_coli_walk,query,2,3,0.06164,,,16223.231667748216,5239.35,4285645c
q5i_lsm,tpchi,lsm,q5i,c0,3850,1.0,4,base_hash_join,query,2,3,0.0005826,,,1716443.5290078958,4202.31,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,1,base_merge_join,query,2,1,0.116,,,8620.689655172413,1979.44,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,2,pipeline_view,query,2,1,0.1928,,,5186.721991701244,1867.92,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,3,mi_coli_walk,query,2,1,0.1714,,,5834.3057176196035,2021.46,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,4,base_hash_join,query,2,1,0.001953,,,512032.7700972862,1618.07,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,1,base_merge_join,query,2,2,0.1093,,,9149.130832570907,1979.44,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,2,pipeline_view,query,2,2,0.2278,,,4389.815627743635,1867.92,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,3,mi_coli_walk,query,2,2,0.1732,,,5773.672055427252,2021.46,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,4,base_hash_join,query,2,2,0.001853,,,539665.4074473826,1618.07,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,1,base_merge_join,query,2,3,0.1183,,,8453.085376162298,1979.44,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,2,pipeline_view,query,2,3,0.2388,,,4187.604690117253,1867.92,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,3,mi_coli_walk,query,2,3,0.1753,,,5704.506560182544,2021.46,4285645c
q5i_lsm,tpchi,lsm,q5i,c1,1500,0.4,4,base_hash_join,query,2,3,0.001984,,,504032.2580645161,1618.07,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,1,base_merge_join,query,2,1,0.03567,,,28034.76310625175,5132.67,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,2,pipeline_view,query,2,1,0.05712,,,17507.00280112045,4844.19,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,3,mi_coli_walk,query,2,1,0.05593,,,17879.492222420882,5239.35,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,4,base_hash_join,query,2,1,0.0006079,,,1645007.4025333114,4202.31,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,1,base_merge_join,query,2,2,0.03881,,,25766.55501159495,5132.67,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,2,pipeline_view,query,2,2,0.09057,,,11041.183614883515,4844.19,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,3,mi_coli_walk,query,2,2,0.06389,,,15651.901706057286,5239.35,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,4,base_hash_join,query,2,2,0.0006069,,,1647717.9106936895,4202.31,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,1,base_merge_join,query,2,3,0.03522,,,28392.958546280523,5132.67,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,2,pipeline_view,query,2,3,0.06163,,,16225.864027259453,4844.19,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,3,mi_coli_walk,query,2,3,0.05675,,,17621.145374449337,5239.35,4285645c
q5i_lsm,tpchi,lsm,q5i,c3,3850,0.4,4,base_hash_join,query,2,3,0.0006373,,,1569119.7238349286,4202.31,4285645c
